topology,seed,method,tick,time_ms,burst_active,hotspot_pressure,delivery_ratio,loss_ratio,mean_delay,control_messages,control_bytes,route_changes
er,122,snn_sra,29,290,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,30,300,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,31,310,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,32,320,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,33,330,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,34,340,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,35,350,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,36,360,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,37,370,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,38,380,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,39,390,0,0.0,1.0,0.0,3.027499999999975,0.0,0.0,0.0
er,122,snn_sra,40,400,1,0.0,0.8980275491441747,0.10197245085582625,2.9881826086480885,0.0,0.0,0.0
er,122,snn_sra,41,410,1,0.5880000000000003,0.859106841169668,0.1408931588303334,3.0844700720888314,0.0,0.0,0.0
er,122,snn_sra,42,420,1,1.1760000000000006,0.8382646946273217,0.16173530537268013,3.138991284688276,0.0,0.0,0.0
er,122,snn_sra,43,430,1,1.764000000000001,0.8251840001661714,0.17481599983383014,3.174294846552168,0.0,0.0,0.0
er,122,snn_sra,44,440,1,1.8,0.8195187789858704,0.18048122101413147,3.1962891973628547,1584.0,50688.0,0.0
er,122,snn_sra,45,450,1,1.8,0.940702388779312,0.05929761122068851,3.0440501340272204,1545.0,49440.0,204.0
er,122,snn_sra,46,460,1,1.8,0.9741933659434406,0.025806634056559394,3.105694233036827,251.0,8032.0,49.0
er,122,snn_sra,47,470,1,1.8,0.982012071956465,0.01798792804353519,3.091721592309255,0.0,0.0,0.0
er,122,snn_sra,48,480,1,1.8,0.9818314847664954,0.018168515233504826,3.0781646268427156,1254.0,40128.0,0.0
er,122,snn_sra,49,490,1,1.8,0.9817110846646713,0.018288915335328913,3.07815346975962,2172.0,69504.0,0.0
er,122,snn_sra,50,500,1,1.8,0.9816516816516817,0.018348318348318408,3.0781188868912484,541.0,17312.0,56.0
er,122,snn_sra,51,510,1,1.8,0.9816544566544566,0.018345543345543405,3.0806722845859786,18.0,576.0,5.0
er,122,snn_sra,52,520,1,1.8,0.9817209866957525,0.01827901330424766,3.080588678743141,1254.0,40128.0,0.0
er,122,snn_sra,53,530,1,1.8,0.981853277045118,0.018146722954882285,3.0804791668252225,1349.0,43168.0,1.0
er,122,snn_sra,54,540,1,1.8,0.982053801434789,0.017946198565211118,3.0803426379091436,541.0,17312.0,0.0
er,122,snn_sra,55,550,1,1.8,0.982325551728537,0.017674448271463195,3.0801777818179605,669.0,21408.0,0.0
er,122,snn_sra,56,560,1,1.8,0.9826720988133348,0.017327901186665357,3.079983065217573,1254.0,40128.0,0.0
er,122,snn_sra,57,570,1,1.8,0.9830976669686348,0.016902333031365256,3.0797567027601795,844.0,27008.0,0.0
er,122,snn_sra,58,580,1,1.8,0.9833215094084662,0.01667849059153402,3.077979063671328,345.0,11040.0,4.0
er,122,snn_sra,59,590,1,1.8,0.9854583772391993,0.014541622760800864,3.070531555935762,32.0,1024.0,3.0
er,122,snn_sra,60,600,1,1.8,0.9838161838161839,0.016183816183816216,3.0672443361314348,1254.0,40128.0,0.0
er,122,snn_sra,61,610,1,1.8,0.9823361823361825,0.01766381766381771,3.067800979633941,1495.0,47840.0,0.0
er,122,snn_sra,62,620,1,1.8,0.9809954751131222,0.0190045248868779,3.068306683066846,123.0,3936.0,0.0
er,122,snn_sra,63,630,1,1.8,0.9797752808988766,0.020224719101123678,3.0687681329883314,32.0,1024.0,0.0
er,122,snn_sra,64,640,1,1.8,0.9786600496277916,0.02133995037220852,3.0691908947487194,1254.0,40128.0,0.0
er,122,snn_sra,65,650,1,1.8,0.9776367961934973,0.022363203806502863,3.069579638041691,844.0,27008.0,0.0
er,122,snn_sra,66,660,1,1.8,0.9766945925361769,0.023305407463823417,3.0699383101129976,104.0,3328.0,0.0
er,122,snn_sra,67,670,1,1.8,0.9758241758241759,0.024175824175824284,3.0702702702702855,669.0,21408.0,0.0
er,122,snn_sra,68,680,1,1.8,0.9750176429075513,0.024982357092448948,3.070578395419175,1254.0,40128.0,0.0
er,122,snn_sra,69,690,1,1.8,0.9742682096664399,0.02573179033356038,3.070865163654446,850.0,27200.0,1.0
er,122,snn_sra,70,700,1,1.8,0.9735700197238659,0.026429980276134264,3.0711327210516997,104.0,3328.0,0.0
er,122,snn_sra,71,710,0,1.8,0.9814705882352941,0.01852941176470564,3.082589151932849,18.0,576.0,0.0
er,122,snn_sra,72,720,0,1.8,0.9974528301886795,0.0025471698113204854,3.0879598978529965,1254.0,40128.0,0.0
er,122,snn_sra,73,730,0,1.8,1.0,0.0,3.062699999999974,1501.0,48032.0,0.0
er,122,snn_sra,74,740,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,75,750,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,76,760,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,77,770,0,1.8,1.0,0.0,3.0599999999999743,850.0,27200.0,0.0
er,122,snn_sra,78,780,0,1.8,1.0,0.0,3.0599999999999743,755.0,24160.0,0.0
er,122,snn_sra,79,790,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,80,800,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,81,810,0,1.8,1.0,0.0,3.0599999999999743,844.0,27008.0,0.0
er,122,snn_sra,82,820,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,83,830,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,84,840,0,1.8,1.0,0.0,3.0599999999999743,1905.0,60960.0,0.0
er,122,snn_sra,85,850,0,1.8,1.0,0.0,3.0599999999999743,844.0,27008.0,0.0
er,122,snn_sra,86,860,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,87,870,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,88,880,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,89,890,0,1.8,1.0,0.0,3.0599999999999743,844.0,27008.0,0.0
er,122,snn_sra,90,900,0,1.8,1.0,0.0,3.0599999999999743,755.0,24160.0,0.0
er,122,snn_sra,91,910,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,92,920,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,93,930,0,1.8,1.0,0.0,3.0599999999999743,844.0,27008.0,0.0
er,122,snn_sra,94,940,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,95,950,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,96,960,0,1.8,1.0,0.0,3.0599999999999743,1905.0,60960.0,0.0
er,122,snn_sra,97,970,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,98,980,0,1.8,1.0,0.0,3.0599999999999743,125.0,4000.0,0.0
er,122,snn_sra,99,990,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,100,1000,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,101,1010,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,102,1020,0,1.8,1.0,0.0,3.0599999999999743,755.0,24160.0,0.0
er,122,snn_sra,103,1030,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,104,1040,0,1.8,1.0,0.0,3.0599999999999743,1275.0,40800.0,0.0
er,122,snn_sra,105,1050,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,106,1060,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,107,1070,0,1.8,1.0,0.0,3.0599999999999743,669.0,21408.0,0.0
er,122,snn_sra,108,1080,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,109,1090,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,110,1100,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,111,1110,0,1.8,1.0,0.0,3.0599999999999743,39.0,1248.0,0.0
er,122,snn_sra,112,1120,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,113,1130,0,1.8,1.0,0.0,3.0599999999999743,1453.0,46496.0,0.0
er,122,snn_sra,114,1140,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,115,1150,0,1.8,1.0,0.0,3.0599999999999743,39.0,1248.0,0.0
er,122,snn_sra,116,1160,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,117,1170,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,118,1180,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,119,1190,0,1.8,1.0,0.0,3.0599999999999743,669.0,21408.0,0.0
er,122,snn_sra,120,1200,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,121,1210,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,122,1220,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,123,1230,0,1.8,1.0,0.0,3.0599999999999743,39.0,1248.0,0.0
er,122,snn_sra,124,1240,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,125,1250,0,1.8,1.0,0.0,3.0599999999999743,1453.0,46496.0,0.0
er,122,snn_sra,126,1260,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,127,1270,0,1.8,1.0,0.0,3.0599999999999743,39.0,1248.0,0.0
er,122,snn_sra,128,1280,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,129,1290,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,130,1300,0,1.8,1.0,0.0,3.0599999999999743,104.0,3328.0,0.0
er,122,snn_sra,131,1310,0,1.8,1.0,0.0,3.0599999999999743,669.0,21408.0,0.0
er,122,snn_sra,132,1320,0,1.8,1.0,0.0,3.0599999999999743,1254.0,40128.0,0.0
er,122,snn_sra,133,1330,0,1.8,1.0,0.0,3.0599999999999743,823.0,26336.0,0.0
er,122,snn_sra,134,1340,0,1.8,1.0,0.0,3.0599999999999743,125.0,4000.0,0.0
er,122,snn_sra,135,1350,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,122,snn_sra,136,1360,0,1.8,1.0,0.0,3.0599999999999743,1905.0,60960.0,0.0
er,122,snn_sra,137,1370,0,1.8,1.0,0.0,3.0599999999999743,802.0,25664.0,0.0
er,122,snn_sra,138,1380,0,1.8,1.0,0.0,3.0599999999999743,125.0,4000.0,0.0
er,122,snn_sra,139,1390,0,1.8,1.0,0.0,3.0599999999999743,18.0,576.0,0.0
er,121,snn_sra,0,0,0,0.0,0.02249999999999983,0.9774999999999998,1.0,0.0,0.0,0.0
er,121,snn_sra,1,10,0,0.0,0.25749999999999756,0.7424999999999983,1.9126213592233012,20334.0,650688.0,2966.0
er,121,snn_sra,2,20,0,0.0,0.8224999999999988,0.17749999999999844,2.659574468085086,31265.0,1000480.0,5160.0
er,121,snn_sra,3,30,0,0.0,1.0,0.0,2.8974999999999755,5152.0,164864.0,1132.0
er,121,snn_sra,4,40,0,0.0,1.0,0.0,2.8974999999999755,69.0,2208.0,24.0
er,121,snn_sra,5,50,0,0.0,1.0,0.0,2.8974999999999755,20334.0,650688.0,0.0
er,121,snn_sra,6,60,0,0.0,1.0,0.0,2.8974999999999755,31265.0,1000480.0,0.0
er,121,snn_sra,7,70,0,0.0,1.0,0.0,2.8974999999999755,5152.0,164864.0,0.0
er,121,snn_sra,8,80,0,0.0,1.0,0.0,2.8974999999999755,69.0,2208.0,0.0
er,121,snn_sra,9,90,0,0.0,1.0,0.0,2.8974999999999755,20334.0,650688.0,0.0
er,121,snn_sra,10,100,0,0.0,1.0,0.0,2.8974999999999755,31265.0,1000480.0,0.0
er,121,snn_sra,11,110,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,12,120,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,13,130,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,14,140,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,15,150,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,16,160,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,17,170,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,18,180,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,19,190,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,20,200,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,21,210,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,22,220,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,23,230,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,24,240,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,25,250,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,26,260,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,27,270,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,28,280,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,29,290,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,30,300,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,31,310,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,32,320,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,33,330,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,34,340,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,35,350,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,36,360,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,37,370,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,38,380,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,39,390,0,0.0,1.0,0.0,2.8974999999999755,0.0,0.0,0.0
er,121,snn_sra,40,400,1,0.0,0.7532671502517563,0.24673284974824597,2.8770973901580046,0.0,0.0,0.0
er,121,snn_sra,41,410,1,0.876000000000001,0.6727996843285093,0.3272003156714965,3.2189083305066926,0.0,0.0,0.0
er,121,snn_sra,42,420,1,1.752000000000002,0.6320758422609655,0.3679241577390437,3.422739452148772,0.0,0.0,0.0
er,121,snn_sra,43,430,1,1.8,0.6130992158965051,0.3869007841035049,3.550252597125744,1089.0,34848.0,0.0
er,121,snn_sra,44,440,1,1.8,0.8907631994081298,0.10923680059187213,3.274460734675708,3134.0,100288.0,92.0
er,121,snn_sra,45,450,1,1.8,0.949902394340085,0.050097605659915605,3.17301841723514,2889.0,92448.0,448.0
er,121,snn_sra,46,460,1,1.8,0.9701963186194692,0.02980368138053117,3.136206499435532,748.0,23936.0,41.0
er,121,snn_sra,47,470,1,1.8,0.9718550382158548,0.02814496178414531,3.119890095161537,1107.0,35424.0,103.0
er,121,snn_sra,48,480,1,1.8,0.999021526418787,0.0009784735812133044,3.117589445180646,2959.0,94688.0,3.0
er,121,snn_sra,49,490,1,1.8,0.9980806864368512,0.0019193135631491737,3.117774593718213,2411.0,77152.0,12.0
er,121,snn_sra,50,500,1,1.8,0.9971753498504597,0.002824650149540293,3.117953085368365,757.0,24224.0,4.0
er,121,snn_sra,51,510,1,1.8,0.9963035442487499,0.0036964557512502686,3.1181252728066626,1107.0,35424.0,3.0
er,121,snn_sra,52,520,1,1.8,0.9954634406689203,0.004536559331079871,3.118291484228426,2947.0,94304.0,0.0
er,121,snn_sra,53,530,1,1.8,0.9946533407883704,0.005346659211629855,3.118452025436559,2062.0,65984.0,0.0
er,121,snn_sra,54,540,1,1.8,0.9938716654650327,0.006128334534967544,3.118607181719288,674.0,21568.0,0.0
er,121,snn_sra,55,550,1,1.8,0.9931169444631894,0.006883055536810854,3.1187572195420543,813.0,26016.0,0.0
er,121,snn_sra,56,560,1,1.8,0.9923878072241202,0.007612192775879791,3.1189023880746958,2853.0,91296.0,0.0
er,121,snn_sra,57,570,1,1.8,0.991682974559687,0.008317025440313111,3.1190429205723036,617.0,19744.0,1.0
er,121,snn_sra,58,580,1,1.8,0.99100125116294,0.008998748837060087,3.1191790356258684,932.0,29824.0,5.0
er,121,snn_sra,59,590,1,1.8,0.9903415188435075,0.009658481156492644,3.119310938296816,569.0,18208.0,2.0
er,121,snn_sra,60,600,1,1.8,0.9897027304072317,0.010297269592768613,3.1194388211478086,2896.0,92672.0,7.0
er,121,snn_sra,61,610,1,1.8,1.0,0.0,3.0864579256360365,1173.0,37536.0,12.0
er,121,snn_sra,62,620,1,1.8,1.0,0.0,3.07729941291588,903.0,28896.0,41.0
er,121,snn_sra,63,630,1,1.8,1.0,0.0,3.07729941291588,509.0,16288.0,0.0
er,121,snn_sra,64,640,1,1.8,1.0,0.0,3.07729941291588,3078.0,98496.0,5.0
er,121,snn_sra,65,650,1,1.8,1.0,0.0,3.07729941291588,649.0,20768.0,0.0
er,121,snn_sra,66,660,1,1.8,1.0,0.0,3.07729941291588,865.0,27680.0,0.0
er,121,snn_sra,67,670,1,1.8,1.0,0.0,3.07729941291588,499.0,15968.0,0.0
er,121,snn_sra,68,680,1,1.8,1.0,0.0,3.07729941291588,2777.0,88864.0,0.0
er,121,snn_sra,69,690,1,1.8,1.0,0.0,3.07729941291588,527.0,16864.0,0.0
er,121,snn_sra,70,700,1,1.8,1.0,0.0,3.07729941291588,850.0,27200.0,0.0
er,121,snn_sra,71,710,0,1.8,1.0,0.0,3.022499999999973,693.0,22176.0,0.0
er,121,snn_sra,72,720,0,1.8,1.0,0.0,3.022499999999973,2745.0,87840.0,0.0
er,121,snn_sra,73,730,0,1.8,1.0,0.0,3.022499999999973,419.0,13408.0,0.0
er,121,snn_sra,74,740,0,1.8,1.0,0.0,3.022499999999973,846.0,27072.0,0.0
er,121,snn_sra,75,750,0,1.8,1.0,0.0,3.022499999999973,950.0,30400.0,10.0
er,121,snn_sra,76,760,0,1.8,1.0,0.0,3.022499999999973,2775.0,88800.0,0.0
er,121,snn_sra,77,770,0,1.8,1.0,0.0,3.022499999999973,669.0,21408.0,0.0
er,121,snn_sra,78,780,0,1.8,1.0,0.0,3.022499999999973,958.0,30656.0,0.0
er,121,snn_sra,79,790,0,1.8,1.0,0.0,3.022499999999973,478.0,15296.0,0.0
er,121,snn_sra,80,800,0,1.8,1.0,0.0,3.022499999999973,2786.0,89152.0,0.0
er,121,snn_sra,81,810,0,1.8,1.0,0.0,3.022499999999973,419.0,13408.0,0.0
er,121,snn_sra,82,820,0,1.8,1.0,0.0,3.022499999999973,875.0,28000.0,0.0
er,121,snn_sra,83,830,0,1.8,1.0,0.0,3.022499999999973,427.0,13664.0,0.0
er,121,snn_sra,84,840,0,1.8,1.0,0.0,3.022499999999973,2980.0,95360.0,0.0
er,121,snn_sra,85,850,0,1.8,1.0,0.0,3.022499999999973,334.0,10688.0,0.0
er,121,snn_sra,86,860,0,1.8,1.0,0.0,3.022499999999973,838.0,26816.0,0.0
er,121,snn_sra,87,870,0,1.8,1.0,0.0,3.022499999999973,491.0,15712.0,0.0
er,121,snn_sra,88,880,0,1.8,1.0,0.0,3.022499999999973,2695.0,86240.0,0.0
er,121,snn_sra,89,890,0,1.8,1.0,0.0,3.022499999999973,347.0,11104.0,0.0
er,121,snn_sra,90,900,0,1.8,1.0,0.0,3.022499999999973,1624.0,51968.0,0.0
er,121,snn_sra,91,910,0,1.8,1.0,0.0,3.022499999999973,446.0,14272.0,0.0
er,121,snn_sra,92,920,0,1.8,1.0,0.0,3.022499999999973,2690.0,86080.0,0.0
er,121,snn_sra,93,930,0,1.8,1.0,0.0,3.022499999999973,469.0,15008.0,0.0
er,121,snn_sra,94,940,0,1.8,1.0,0.0,3.022499999999973,862.0,27584.0,0.0
er,121,snn_sra,95,950,0,1.8,1.0,0.0,3.022499999999973,527.0,16864.0,0.0
er,121,snn_sra,96,960,0,1.8,1.0,0.0,3.022499999999973,2691.0,86112.0,0.0
er,121,snn_sra,97,970,0,1.8,1.0,0.0,3.022499999999973,586.0,18752.0,0.0
er,121,snn_sra,98,980,0,1.8,1.0,0.0,3.022499999999973,838.0,26816.0,0.0
er,121,snn_sra,99,990,0,1.8,1.0,0.0,3.022499999999973,426.0,13632.0,0.0
er,121,snn_sra,100,1000,0,1.8,1.0,0.0,3.022499999999973,2745.0,87840.0,0.0
er,121,snn_sra,101,1010,0,1.8,1.0,0.0,3.022499999999973,269.0,8608.0,0.0
er,121,snn_sra,102,1020,0,1.8,1.0,0.0,3.022499999999973,913.0,29216.0,0.0
er,121,snn_sra,103,1030,0,1.8,1.0,0.0,3.022499999999973,704.0,22528.0,0.0
er,121,snn_sra,104,1040,0,1.8,1.0,0.0,3.022499999999973,2660.0,85120.0,0.0
er,121,snn_sra,105,1050,0,1.8,1.0,0.0,3.022499999999973,830.0,26560.0,0.0
er,121,snn_sra,106,1060,0,1.8,1.0,0.0,3.022499999999973,923.0,29536.0,0.0
er,121,snn_sra,107,1070,0,1.8,1.0,0.0,3.022499999999973,484.0,15488.0,0.0
er,121,snn_sra,108,1080,0,1.8,1.0,0.0,3.022499999999973,2791.0,89312.0,0.0
er,121,snn_sra,109,1090,0,1.8,1.0,0.0,3.022499999999973,335.0,10720.0,0.0
er,121,snn_sra,110,1100,0,1.8,1.0,0.0,3.022499999999973,1128.0,36096.0,0.0
er,121,snn_sra,111,1110,0,1.8,1.0,0.0,3.022499999999973,428.0,13696.0,0.0
er,121,snn_sra,112,1120,0,1.8,1.0,0.0,3.022499999999973,2706.0,86592.0,0.0
er,121,snn_sra,113,1130,0,1.8,1.0,0.0,3.022499999999973,349.0,11168.0,0.0
er,121,snn_sra,114,1140,0,1.8,1.0,0.0,3.022499999999973,843.0,26976.0,0.0
er,121,snn_sra,115,1150,0,1.8,1.0,0.0,3.022499999999973,471.0,15072.0,0.0
er,121,snn_sra,116,1160,0,1.8,1.0,0.0,3.022499999999973,2960.0,94720.0,0.0
er,121,snn_sra,117,1170,0,1.8,1.0,0.0,3.022499999999973,264.0,8448.0,0.0
er,121,snn_sra,118,1180,0,1.8,1.0,0.0,3.022499999999973,876.0,28032.0,0.0
er,121,snn_sra,119,1190,0,1.8,1.0,0.0,3.022499999999973,977.0,31264.0,0.0
er,121,snn_sra,120,1200,0,1.8,1.0,0.0,3.022499999999973,2700.0,86400.0,0.0
er,121,snn_sra,121,1210,0,1.8,1.0,0.0,3.022499999999973,339.0,10848.0,0.0
er,121,snn_sra,122,1220,0,1.8,1.0,0.0,3.022499999999973,973.0,31136.0,0.0
er,121,snn_sra,123,1230,0,1.8,1.0,0.0,3.022499999999973,710.0,22720.0,0.0
er,121,snn_sra,124,1240,0,1.8,1.0,0.0,3.022499999999973,2746.0,87872.0,0.0
er,121,snn_sra,125,1250,0,1.8,1.0,0.0,3.022499999999973,280.0,8960.0,0.0
